author,desc,genre,img,isbn,link,pages,rating,reviews,title,totalratings
Mary Robinette Kowal,"""For Want of a Nail"" is the 2011 Hugo winning story by award-winning author, Mary Robinette Kowal. This science-fiction short story explores the complex choices that an AI and her wrangler must make to solve a seemingly simple technical problem.,Also in this edition, is bonus material that includes author's notes as well as a look at the writing process. The original and unedited first draft of this story has a completely different plot. Read it and the brainstorming notes to get a peek into the creative process.","Short Stories,Science Fiction,Fiction,Speculative Fiction,Adult,Science Fiction Fantasy,Science Fiction,Steampunk,Fantasy,Artificial Intelligence",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341713932l/11663204.jpg,,https://goodreads.com/book/show/11663204-for-want-of-a-nail,19,3.72,79,For Want of a Nail,593
Stuart A. Vyse,"Although we live in a technologically advanced society, superstition is as widespread as it has ever been. Far from limited to athletes and actors, superstitious beliefs are common among people of all occupations and every educational and income level. Here, Stuart Vyse investigates our proclivity towards these irrational beliefs. Superstitions, he writes, are the natural result of several well-understood psychological processes, including our human sensitivity to coincidence, a penchant for developing rituals to fill time (to battle nerves, impatience, or both), our efforts to cope with uncertainty, the need for control, and more. Vyse examines current behavioral research to demonstrate how complex and paradoxical human behavior can be understood through scientific investigation, while he addresses the personality features associated with superstition and the roles of superstitious beliefs in actions. Although superstition is a normal part of human culture, Vyse argues that we must provide alternative methods of coping with life's uncertainties by teaching decision analysis, promoting science education, and challenging ourselves to critically evaluate the sources of our beliefs.","Psychology,Philosophy,Skepticism,Religion,Science,Nonfiction,Cultural",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1181575016l/1166336.jpg,195078829,https://goodreads.com/book/show/1166336.Believing_in_Magic,272,3.72,11,Believing in Magic: The Psychology of Superstition,98
Janet Todd,"From the Romantic period's star circle, the story of its saddest casualty--Fanny Wollstonecraft, daughter of an original feminist, sister of a literary star, and hopeful object of a poet's affection, dead of suicide at the age of nineteen. , Little contemporary information was written about Fanny Wollstonecraft, whose mother Mary Wollstonecraft's scandalous life scarred Fanny's possibilities before she was even born. Deserted by her father, yet reared by Mary's husband William Godwin, Fanny barely had a chance to adjust when her mother died from giving birth to the legitimate and lovely Mary. Fanny was always considered the ungainly one, the plain one, the less intelligent one. Finally her imagination was sparked by the arrival of Percy Bysshe Shelley to the Godwin household. Her infatuation was quickly shattered when Shelley, like so many before him, chose the company of her sister instead, and though Fanny bore this rejection bravely, she was never quite the same after Mary and Shelley eloped along with her step-sister Claire--who would later track down and seduce Lord Byron. , Awash in a sea of sexual radicals, Fanny acted as personal assistant and go-between to this den of hedonists, shuttling information from one faction to the other, covering her sister's lies and creating fabrications of her own. She ultimately ended her life alone in a Welsh seaside hotel, an empty bottle of laudanum and an unsigned note by her side. , Janet Todd's meticulously researched and brilliantly told rendering of this life give fresh and fascinating insight to the Shelley-Byron world even as it draws Fanny out of the shadows of her mother's and sister's stunning careers.","Biography,History,Nonfiction,Medievalism,Romanticism,Historical,European Literature,British Literature,Womens,Historical,Regency,Criticism,Literary Criticism,Mental Health,Mental Illness",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328744716l/1166343.jpg,1582433399,https://goodreads.com/book/show/1166343.Death_and_the_Maidens,297,3.89,27,Death and the Maidens: Fanny Wollstonecraft and the Shelley Circle,158
Christopher Stoakes,,"Business,Economics,Finance",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356474053l/11663605.jpg,955218667,https://goodreads.com/book/show/11663605-all-you-need-to-know-about-the-city-2011,256,4.33,4,All You Need to Know about the City 2011: Who Does What and Why in London's Financial Markets,42
Deborah Scroggins,"The author of ,Emma’s War ,offers a compelling account of the link between Muslim women’s rights, Islamist opposition to the West, and the Global War on Terror, as explored through the experiences of two fascinating female champions from opposing sides of the conflict: Islam critic Ayaan Hirsi Ali and neuroscientist Aafia Siddiqui. With ,Emma’s War: An Aid Worker, A Warlord, Radical Islam and the Politics of Oil,, journalist Deborah Scroggins achieved major international acclaim; now, in ,Wanted Women,, Scroggins again exposes a crucial untold story from the center of an ongoing ideological war—laying bare the sexual and cultural stereotypes embraced by both sides of a conflict that threatens to engulf the world.","Nonfiction,Biography,Politics,Religion,Islam,Religion,History,Feminism,Womens,Biography Memoir,Cultural,Africa",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348951987l/11663678.jpg,60898976,https://goodreads.com/book/show/11663678-wanted-women,560,3.78,43,"Wanted Women: Faith, Lies, and the War on Terror: The Lives of Ayaan Hirsi Ali and Aafia Siddiqui",199
Laura Sessions Stepp,"An eye-opening examination of the hookup culture, seen through the personal experiences of high school-and college-age women who confront the hard lessons of dating, love, and sex. We're living in an increasingly sexualized world, and it's the young-particularly young women-who must deal with the consequences. Kids are having more sexual contact than ever, and at an earlier age. They call it ""hooking up."" But what is ""hooking up""? According to Laura Sessions Stepp, a reporter at ""The Washington Post,"" hooking up eludes a neat definition. It can be anything from an innocent kiss to sexual. In ""Unhooked,"" Stepp follows three groups of young women (one in high school, one each at Duke and George Washington universities). She sat with them in class, socialized with them, listened to them talk, and came away with some disturbing insights, including that hooking up carries with it no obligation on either side. Relationships and romance are seen as messy and time-consuming, and love is postponed-or worse, seen as impossible. Some young women can handle this, but many can't, and they're being battered-physically and emotionally-by the new dating landscape. The result is a generation of young people stymied by relationships and unsure where to turn for help. ""The need to be connected intimately to others is as central to our well-being as food and shelter,"" Stepp writes in ""Unhooked."" ""In my view, if we don't get it right, we're probably not going to get anything else in life right.""","Nonfiction,Psychology,Relationships,Feminism,Sexuality,Sociology,Social Science,Gender,Parenting,Feminism,Womens Studies",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434990953l/116636._SY475_.jpg,1594489386,https://goodreads.com/book/show/116636.Unhooked,288,3.55,162,"Unhooked: How Young Women Pursue Sex, Delay Love, and Lose at Both",913
India Drummond,"ASIN B0050Q4YBK moved to the most recent edition ,here,Sentenced to death, Eilidh ran—away from faerie lands, to the streets of Perth, Scotland. Just as she has grown accustomed to exile, local police discover a mutilated body outside the abandoned church where she lives. Recognising the murder as the work of one of her own kind, Eilidh must choose: flee, or learn to tap into the forbidden magic that cost her everything.","Fantasy,Fantasy,Urban Fantasy,Fairies,Fae,Young Adult,Romance,Mystery,Fiction,Paranormal,Fairies,Fantasy,Magic,Business,Amazon",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349475495l/11663719.jpg,,https://goodreads.com/book/show/11663719-blood-faerie,263,3.71,356,Blood Faerie,4071
Billy London,"Courtney Phillips has always been the standby girl for Christopher Wilkinson, who thinks he's God's gift to women. He isn't. He's a tosser. Just think of one of those guys who sows his wild oats all over the damn shop, then comes home and marries a “good girl.” Courtney's supposed to be the “good girl.” ,Imagining Chris has gone to South Africa to teach English to underprivileged kids to do something good for the world, Courtney is shocked to get an email from one of the teachers, Ryan Klark, who is sharing living quarters with Chris. They start a relationship via email which grows into something unexpected and romantic, then rather dirty. The story follows their emails, telephone conversations, their first meeting and how they fall in love. But things get complicated when Chris gets back, and the few details Ryan kept out of conversations are revealed—and threaten to ruin everything.","Romance,Romance,Interracial Romance,Adult Fiction,Erotica,Fiction,Contemporary,Romance,Contemporary Romance",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327849152l/11663898.jpg,,https://goodreads.com/book/show/11663898-at-last,131,3.91,26,At Last,381
"Edwidge Danticat,Robert Atwan,Christopher Hitchens,Zadie Smith","The Best American Series®,First, Best, and Best-Selling,The Best American series is the premier annual showcase for the country’s finest short fiction and nonfiction. Each volume’s series editor selects notable works from hundreds of magazines, journals, and websites . A special guest editor, a leading writer in the field, then chooses the best twenty or so pieces to publish. This unique system has made the Best American series the most respected—and most popular—of its kind. ,The Best American Essays 2011, includes,Hilton Als, Katy Butler, Toi Derricotte, Christopher Hitchens,,Pico Iyer, Charlie LeDuff, Chang-Rae Lee, Lia Purpura, Zadie Smith,,Reshma Memon Yaqub, and others","Writing,Essays,Nonfiction,Anthologies,Autobiography,Memoir,Short Stories,Anthologies,Collections,Language,Writing,Literary Fiction,Contemporary,Writing,Journalism",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328836776l/11664009.jpg,547479778,https://goodreads.com/book/show/11664009-the-best-american-essays-2011,272,3.83,98,The Best American Essays 2011,809
Marilyn Singer,"Solomom Yanish uncovers his family ties to a celestial circus in this quirky middle grade novel.,Solly heard a noise coming from his closet. This time it wasn't a rattling. It was a small, spongy noise, like a balloon bobbing. Cautiously he opened the door.,The plastic lizard was standing there, its feet in the trash can, its head grazing the top shelf. It looked at Solly with yellow eyes and spoke: Freeble, freeble, freeble.,Solomon Yanish has it rough. His mother has disappeared from his life, his father is constantly away on business trips, and now Solly is stuck with two crabby stepbrothers and an evil stepmother he calls Old Staircase. What's worse, Solly can't seem to get a straight answer about his family's past. But who's keeping it from him, and why?,Enter The Circus Lunicus, and Freeble -- a fairy godmother in shrink-wrapped disguise. Suddenly things start to make sense. Until some strange transformations begin . . . Can Solly uncover the mystery behind his heritage before the circus leaves town?,This fast-paced novel is full of bizarre characters and surprising revelations. So forget what you know about the circus and grab a bucket of worms. Things are going to get weird...","Childrens,Childrens,Middle Grade,Fantasy",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312043210l/1166407.jpg,805062688,https://goodreads.com/book/show/1166407.The_Circus_Lunicus,176,4.32,5,The Circus Lunicus,19
Alan Schreck,"The Compact History of the Catholic Church is a lively and readable guide to the life of the Church through the ages. Designed as an introduction to the history of Catholicism, this convenient resource offers more than just names, dates, and places, Most importantly, it brings to life the people of God in each century who have faithfully loved and served the Church, often at the cost of great personal sacrifice and persecution. This convenient guide will inspire, instruct, and enlighten the general reader.","History,Religion,Christianity,Catholic,Religion,Theology,Church,Church History,Reference,Nonfiction,Religion,Christianity",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1181575763l/1166410.jpg,892833289,https://goodreads.com/book/show/1166410.The_Compact_History_Of_The_Catholic_Church,189,3.84,11,The Compact History Of The Catholic Church,95
Saadi,,,,,https://goodreads.com/book/show/11664382-sadi-s-moral-book-being-persian-text-and-english-translation-of-shaikh,0,2,0,Sadi's Moral book. Being Persian text and English translation of Shaikh Sadi's Pand-namah,1
Craig Kendall,"Kendall gives plain advice to someone with Asperger's in the nuts and bolts of ordinary life making friends and keeping them, attaining and maintaining romance and marriage, navigating interviews and office politics in the workplace, how to decide who to tell about your condition, how much personal information to share, when, and why.",,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387737385l/11664509.jpg,984110321,https://goodreads.com/book/show/11664509-thriving-in-adulthood-with-asperger-s-syndrome,284,2,3,Thriving in Adulthood with Asperger's Syndrome,6
Miriam Leitão,"Da hiperinflação ao plano Real, passando pelos congelamentos, planos que não passavam de um verão e o confisco do governo Collor, Miriam Leitão mostra como os brasileiros sofreram até a estabilização da moeda. Um livro definitivo sobre a história econômica recente do país - já esquecida pelas novas gerações.,Especialista em economia e negócios, Miriam Leitão, autora do volume de crônicas Convém Sonhar, está no dia a dia dos brasileiros através dos seguintes veículos de comunicação: O Globo, CBN, Globonews, TV Globo e, agora, também contribui para O Globo Online.,Em 2007 ganhou o prêmio Jornalista Econômico, concedido pela Ordem dos Economistas do Brasil. Foi à segunda mulher brasileira a receber o Maria Moors Cabot Prize, em 2005. Nesse mesmo ano ganhou o prêmio Camélia da Liberdade.","Economics,Nonfiction,History,Politics,Cultural,Brazil",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392258190l/11664522.jpg,8501088714,https://goodreads.com/book/show/11664522-saga-brasileira,475,4.26,19,Saga Brasileira: A Longa Luta de um Povo por sua Moeda,331
Ali Abunimah,"A ""visionary""* approach to the Israeli-Palestinian conflict--one state for two peoples--that is more urgent than ever,It is by now a commonplace that the only way to end the Israeli-Palestinian violence is to divide the territory in two. All efforts at resolving the conflict have come down to haggling over who gets what: Will Israel hand over 90 percent of the West Bank or only 60 percent? Will a Palestinian state include any part of Jerusalem?,Clear-eyed, sharply reasoned, and compassionate, ,One Country, proposes a radical alternative: to revive the neglected idea of one state shared by two peoples. Ali Abunimah shows how the two are by now so intertwined--geographically and economically--that separation cannot lead to the security Israelis need or the rights Palestinians must have. Taking on the objections and taboos that stand in the way of a binational solution, he demonstrates that sharing the territory will bring benefits for all.,The absence of other workable options has only led to ever- greater extremism. It is time, Abunimah argues, for Palestinians and Israelis to imagine a different future and a different relationship.","Politics,Nonfiction,History,Cultural,Israel,Literature,Jewish,War",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390077674l/1166452.jpg,805086668,https://goodreads.com/book/show/1166452.One_Country,227,4.24,39,One Country: A Bold Proposal to End the Israeli-Palestinian Impasse,258
John Updike,"The richest and most sensual novel in years from the Pulitzer Prize-winning author of the Rabbit series. Two young, beautiful lovers, a black child of the Rio slums and a pampered upper-class white girl, endure privation, violence, and captivity to be together.","Fiction,Cultural,Brazil,Literature,American,Novels,Magical Realism,Historical,Historical Fiction,Literary Fiction,Contemporary,Classics,Literature",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363264983l/11664.jpg,449911632,https://goodreads.com/book/show/11664.Brazil,272,3.46,214,Brazil,2462
Ethelyn Simon,"The First Hebrew Primer is a simple, straightforward guide to Biblical Hebrew. Thirty lessons provide enough information and practice to enable you, with the aid of a Hebrew-English dictionary, to understand most biblical texts. The goal of the Primer is to teach students to read and understand Biblical Hebrew as quickly as possible; therefore, the lessons emphasize recognition and translation - not memorization. The thirty lessons incorporate: ,Verb, grammar, and spelling charts , Vocabulary lists , Oral reviews , Exercises , Stories , Biblical quotes , Book of Ruth ,This revised third edition introduces several new terms and clarifies grammatical points, but will look the same to long-time Primer readers. The key change we have made is the inclusion of new explanatory endnotes. Many readers have expressed a desire to deepen their knowledge of Biblical Hebrew, but have unanimously endorsed the clear, uncomplicated tone of the Primer. We have responded by adding these optional supplementary notes. Students may read the notes to enrich their understanding of Hebrew grammar or concentrate solely on the main text. Either way, the Primer provides a sound foundation for more advanced studies in the Hebrew Bible.","Religion,Judaism,Nonfiction,Reference,Humanities,Language,Literature,Jewish,Religion",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1181576680l/1166512._SX318_.jpg,939144158,https://goodreads.com/book/show/1166512.The_First_Hebrew_Primer,401,4.18,10,The First Hebrew Primer: The Adult Beginner's Path to Biblical Hebrew,145
Richard A. Baumgartner,,"Military History,Civil War,Military,Military History",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387717579l/1166513.jpg,1885033354,https://goodreads.com/book/show/1166513.Blue_Lightning,389,4.23,1,Blue Lightning: Wilder's Mounted Infantry Brigade in the Battle of Chickamauga,13
Richard Monaco,,"Fantasy,Historical,Historical Fiction,Mythology,Arthurian,Science Fiction Fantasy",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337271710l/1166516.jpg,399125019,https://goodreads.com/book/show/1166516.The_Final_Quest,337,3.61,2,The Final Quest,46
Mark R. Willis,"This text offers practical strategies for managing problems posed by patrons and other staff. It is a hands-on guide to solving problems through communication, preventive measures and clear and concise patron behaviour policies.","Nonfiction,Science,Library Science,Adult,Library Science,Librarianship",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348711440l/116651.jpg,838907601,https://goodreads.com/book/show/116651.Dealing_with_Difficult_People_in_the_Library,195,3.46,15,Dealing with Difficult People in the Library,74
"Ethelyn Simon,Joseph Anderson","Written especially for adults, this is a complete self-teaching course. Ten lessons teach students how to pronounce any Hebrew word. 104 pages.","Religion,Judaism,Humanities,Language,Literature,Jewish,Humanities,Linguistics",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387705293l/1166524.jpg,939144115,https://goodreads.com/book/show/1166524.Teach_Yourself_to_Read_Hebrew,92,4.11,10,Teach Yourself to Read Hebrew,122
"Richard Marshall,Jean-Michel Basquiat","This is a survey of the work of Jean-Michel Basquiat (1960-1988), a key member of a group of New York artists who used the powerful images of graffiti to create a new expressive language. Published to accompany an exhibition held at the Whitney Museum of American Art, New York, in 1992-93, the book contains illustrations reproducing paintings, drawings, collages, silkscreens, and constructions, many previously unpublished.","Art,Art,Art Design,Art,Art History,Nonfiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1181577066l/1166570.jpg,810968142,https://goodreads.com/book/show/1166570.Jean_Michel_Basquiat,272,4.49,9,Jean Michel Basquiat,174
Kristen Ashley,"Violet Winters once had it all but lost it when her husband was murdered by a criminal madman. During a cold winter night Violet has to leave her warm bed to tell her neighbor to turn the music down. And that’s when she meets sinister, scarred, scarily attractive security specialist, Joe Callahan. ,She wants to deny it, but Violet can’t beat back the hunger she feels for Joe so she gives in again and again. Feeling it himself, Joe feeds Vi’s hunger, breaking his own rules to keep her in his bed. ,Even though Violet had only one man in her life, she’s sure Joe is giving her the signals and Vi decides she’s ready to take a second chance at life and, maybe, love. But Violet doesn’t know the dark secrets in Joe’s past, secrets so soul-wrenching, they’ve drained him dry. With nothing left to give, Joe’s determined to live his life alone and he breaks Violet’s heart. ,Crushed by Joe’s betrayal, Violet comes to terms with the fact that, no matter what signals he gave, Joe was not theirs to win. But Violet’s husband’s murderer is obsessed with her and heartbreak again haunts the door of the Winters home. When it does Joe is forced to face the knowledge that he can’t fight Violet’s pull, she’s under his skin and filled him full to bursting. ,Joe needs to win her back and put his life on the line to keep Violet safe. But, having had it all once, can Violet endure losing Joe?","Romance,Romance,Contemporary Romance,Contemporary,Romance,Romantic Suspense,Suspense,Adult,Mystery,Adult Fiction,Erotica,Womens Fiction,Chick Lit,Fiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327913073l/11665750.jpg,,https://goodreads.com/book/show/11665750-at-peace,660,4.47,2050,At Peace,27934
"Allia Zobel Nolan,Miki Sakamoto","This fun-loving book shows kids that, in a world where fitting in is the norm, being different makes us special.,The kids in ,What I Like About Me, are as different as night and day. And guess what? They love it! Some adore the fact that their braces dazzle and gleam—others feel distinguished when they wear their glasses. Still others wouldn't trade their big feet for a lifetime of free video games. This fun-loving book features entertaining flaps, pull tabs, and touch-and-feel elements such as embedded foil yarn and more. And it proves to kids that in a world where fitting in is the norm, being different is what makes us special.","Childrens,Picture Books,Childrens,Health,Mental Health,Cultural,Psychology,Emotion",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435350607l/116660._SX318_.jpg,794407633,https://goodreads.com/book/show/116660.What_I_Like_About_Me_,14,4.33,54,What I Like About Me!,233
"Vicki Churchill,Charles Fuge","Sometimes I like to curl up in a ball,So no one can see me,because I'm so small.,Little wombat spends a day doing favorite things--what could they be? Are they your favorites, too? Let's look and see! He especially enjoys walking around and around, and doing a pigeon step till he falls down. Or sticking out his pink tongue--and pulling funny faces (now that can be fun)! And maybe he'll jump just as high as he can, and see how much noise he will make when he lands. But when the day ends and the sun starts to fall...he goes back home to mama and curls into a ball. Good night! Soft-toned illustrations portray an endearing little wombat and the warm and friendly world around him--and every page is filled with charming details that stand up to repeat viewings: cute mice, rabbits and turtles peering from behind tall grass, marching pigeons, and a menagerie of other adorable animals. The images, along with the lyrically rhyming text, combine to make a sweet-spirited bedtime story to ease young ones to sleep.","Childrens,Picture Books,Childrens,Animals,Childrens,Storytime,Fiction,Cultural,Australia,Family,Childrens,Juvenile,Fantasy",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328854815l/116661.jpg,806979437,https://goodreads.com/book/show/116661.Sometimes_I_Like_to_Curl_Up_in_a_Ball,24,4.24,127,Sometimes I Like to Curl Up in a Ball,1417
Jerry Sittser,"More than a decade ago, Jerry Sittser prayed for the protection of his family, yet three of his loved ones--his daughter, his wife, and his mother--died in an automobile accident. What went wrong? Why wasn't my prayer answered? he asks. It is no longer an abstract question to me. What should we do and how should we respond when our prayers--prayers that seem right and true and good--go unanswered? In When God Doesn't Answer Your Prayer, Sittser continues exploring the issues he addressed in A Grace Disguised. He asks, Why doesn't God answer our prayers? What, if anything, can we do about it? Sittser is intensely committed to exploring the Christian faith, especially when it doesn't seem to work. In this thoughtful and beautifully written book, he moves beyond easy answers and religious formulas to explore the goodness and greatness of a God who cannot be controlled but can be trusted.","Christian,Prayer,Religion,Faith,Spirituality,Christian,Christian Living,Religion,Christianity,Religion,Theology,Nonfiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327126521l/1166621.jpg,310243262,https://goodreads.com/book/show/1166621.When_God_Doesn_t_Answer_Your_Prayer,206,4.22,38,When God Doesn't Answer Your Prayer,170
Rusty Russell,"Can the church truly be the ""city on a hill that cannot be hidden"" that Jesus talked about in the Sermon on the Mount? Can it grow large enough to attract throngs of seekers and yet be loving enough to care for each individual that comes? , Bob Russell, pastor of Southeast Christian Church -- one of the largest and fastest growing churches in America -- says that it most certainly can. But it can only be done when we are submissive to God's will and allow Him to build that church. In the pages of this far-sighted, uncompromising book, Bob Russell and his son Rusty share the ten principles upon which this remarkable church was founded. Throughout the book, you will see God's mighty power at work in a church that began in 1962 with only 50 members and has now grown to over 14,000 and has become a bustling ""city on a hill"" whose beaming faith powerfully impacts its community and the world. This book shares not only the story of one of the most amazing churches in America but also the story of what your church can become as you follow these ten time-tested principles and allow God to build your church.","Religion,Christianity,Christianity,Ecclesiology",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427985534l/1166622.jpg,158229125X,https://goodreads.com/book/show/1166622.When_God_Builds_a_Church,304,4.11,6,When God Builds a Church,44
Vernon Frolick,"Fire Into Ice, follows Charles Fipke in his exotic travels through the fast-paced, cutthroat world of mineral exploration — from the jungles of New Guinea to the savannahs of South Africa to the rainforests of the Amazon to the Arctic tundra. This amazing true story culminates in Fipke's staking of the Etaki diamond claim in Canada's Northwest Territories.","Science,Geology,Nonfiction,Science",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1181578209l/1166624.jpg,1551923343,https://goodreads.com/book/show/1166624.Fire_into_Ice,354,4.24,3,Fire into Ice,29
Richard Cowen,"This text is aimed at students and anyone interested in the history of life on our planet. It explores the 'whys' of events that occurred, and in this newest edition, it takes a closer look at the evolution of the physical earth and the strong interactions between organisms and environment. The book's coverage includes geography, climate, atmosphere, ocean, and land (a changing stage) while following interplay between organisms. Also new to this edition is a ,dedicated website, which explores additional environmental factors and supplemental topics, and provides interactive exercises, a detailed glossary, key links and all art in downloadable form. The art is also available to instructors on CD-ROM in PowerPoint and Jpeg formats. An Instructor manual CD-ROM for this title is available. Please contact our Higher Education team at HigherEducation@wiley.com for more information.","Science,Nonfiction,History,Textbooks,Biology,Evolution,Science,Biology",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348705283l/116668.jpg,1405117567,https://goodreads.com/book/show/116668.History_of_Life,324,4.17,4,History of Life,53
John Updike,"Winner of the 1991 Pulitzer Prize for Fiction. In John Updike's fourth and final novel about ex-basketball player Harry ""Rabbit"" Angstrom, the hero has acquired heart trouble, a Florida condo, and a second grandchild. His son and daughter-in-law are acting erratically, his wife Janice wants to work, and Rabbit is searching his soul, looking for reasons to live.","Fiction,Classics,Literature,Novels,Literature,American,Literary Fiction,Contemporary,Animals,Animals,Rabbits,Childrens,Juvenile",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320394471l/11666.jpg,449911942,https://goodreads.com/book/show/11666.Rabbit_at_Rest,608,3.98,512,Rabbit at Rest,14506
Uri Orlev,"Run, Boy, Run is the extraordinary account of one boy’s survival of the Holocaust. Srulik is only eight years old when he finds himself all alone in the Warsaw ghetto. He escapes into the countryside where he spends the ensuing years hiding in the forest, dependent on the sympathies and generosity of the poor farmers in the surrounding area. Despite the seemingly insurmountable odds, several chases, captures, attempted executions, and even the loss of his arm, Srulik miraculously survives.","World War II,Holocaust,Historical,Historical Fiction,Young Adult,War,World War II,Historical,Fiction,War,Cultural,Poland,Childrens,Middle Grade,Adventure,Survival",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348227736l/1166705.jpg,618164650,https://goodreads.com/book/show/1166705.Run_Boy_Run,192,4.05,150,"Run, Boy, Run",1539
"Joel Colton,R.R. Palmer,Lloyd S. Kramer","Conceived and written as a history of the modern world rather than a truncated Western Civilization book, this text is one of the most highly praised history texts ever published. It has been adopted at more than 1000 schools and has been translated into six languages. Lloyd Kramer joins the author team for this ninth edition that includes two new color inserts highlighting fine art, additional pedagogy to guide students through challenging material, and full, up-to-date inclusion of current events. Now packaged with PowerWeb, a dynamic course-specific rather than book-specific supplement that engages your students in three levels of resource materials and provides a true avenue to extending learning about a subject, A History of the Modern World is a necessity in any world history course.","History,Nonfiction,History,European History,History,World History,War",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1181578864l/1166707._SX318_.jpg,72502827,https://goodreads.com/book/show/1166707.A_History_of_the_Modern_World_Since_1815,0,3.87,5,A History of the Modern World Since 1815,55
"Joel Colton,R.R. Palmer,Lloyd S. Kramer","""A History of the Modern World"" is a careful, well-written narrative of major events from the late Middle Ages to the political and religious conflicts at the beginning of the twenty-first century. It offers a wide-ranging survey that helps readers understand both the complexities of great events (e.g., the French Revolution, the First World War, or the collapse of great imperial systems) and the importance of historical analysis. It also provides a careful summary of the modern political changes that have affected the social and cultural development of all modern cultures. Throughout the book's lifetime, ""A History of the Modern World"" has been hailed as an elegantly written historical narrative, filled with analysis and balanced historical insights as well as its traditional attention to the processes of historical change, conflict, and political transformations. The tenth edition has been updated to include the clear maps, the survey of global economic connections, the chronologies, the illustrations, and the up-to-date bibliographies that today's students need and expect.","History,Nonfiction,History,European History",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387709090l/1166721.jpg,73255025,https://goodreads.com/book/show/1166721.A_History_of_the_Modern_World_to_1815,494,3.93,6,A History of the Modern World to 1815,57
Grant Von Harrison,b,"Religion,Christianity,Lds,Religion,Church,Nonfiction,Spirituality,Inspirational,Self Help,Religion,Faith,Prayer",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387172549l/1166722.jpg,910558043,https://goodreads.com/book/show/1166722.Drawing_on_the_Powers_of_Heaven,85,4.3,147,Drawing on the Powers of Heaven,1375
"Brian K. Vaughan,Tony Harris","Spin City and The West Wing meet Batman in this gripping superhero graphic novel series by the award-winning writer of Y: The Last Man, Brian K. Vaughan.A mysterious new visitor arrives in New York City, with powers that may be connected to superhero mayor Mitchell Hundred's - just as Hundred's own abilities shut down during an extended citywide blackout! Can the mayor manage the ensuing chaos, keep his family safe from an apparent madman, and deal with new revelations about the nature of his barely-comprehended powers?Written by Brian K. Vaughan (Pride of Baghdad), with art by Tony Harris (Starman), ""Ex Machina"" is brimming with political intrigue and superheroic shenanigans! Collects Ex Machina issue #26-29 and Inside the Machine Special","Sequential Art,Comics,Sequential Art,Graphic Novels,Fiction,Science Fiction,Comics,Comic Book,Comics,Superheroes,Graphic Novels Comics,Politics,Fantasy,New York",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388349660l/1166728.jpg,1401214983,https://goodreads.com/book/show/1166728.Ex_Machina_Vol_6,144,3.96,90,"Ex Machina, Vol. 6: Power Down",3261
